Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,,,,product_id,name,brand,item_number,price,barcode,quantity_in_stock,unit_size,description,expiry_date,taxable,stock_bought,stock_sold,stock_expired,price_per_unit,category_id
508,DERMAL THERAPY CR HEEL CARE 90G,Dermal Therapy,28906,13.99,68777051649,7,90 g, ,,t,8,2,0,8.79,126,,,,,,,,,,,,,,,,,,,
491,DR SCHOLL DURAGEL CALLUS CUSHIONS 5,Dr.Scholl's,164025,6.99,888853001623,2,5 piece,,,t,3,1,0,4.06,126,,,,,,,,,,,,,,,,,,,
489,DR SCHOLL CORRECTOR BUNION & TOE,Dr.Scholl's,187277,26.99,888853003832,8,1 Unit,,,t,8,0,0,15.34,126,,,,,,,,,,,,,,,,,,,
501,FUNGI-NAIL TOE/FOOT OINTMENT 20G,Fungi-Nail,74144,17.99,628467002520,5,20 ml , ,,t,12,7,0,10.8,126,,,,,,,,,,,,,,,,,,,
492,SCHOLL ONE STEP CALLUS REMOVER 4,Dr.Scholl's,163799,9.99,888853001722,4,4 piece,,,t,16,11,0,5.72,126,,,,,,,,,,,,,,,,,,,
832,COMPOUND W GEL 17% 7G,CompoundW,316398,14.99,75137008052,0,7g,,,t,0,0,0,8.34,126,,,,,,,,,,,,,,,,,,,
791,CLOTRIMADERM CR 1% 30G,Taro,699504,12.99,63691007901,12,30g,,2025-05-30,t,12,0,0,7.41,126,,,,,,,,,,,,,,,,,,,
896,HEALTH ONE CORN REMOVER,Health One,125133,6.99,627980500230,1,1 remover,,,t,1,0,0,0,126,,,,,,,,,,,,,,,,,,,
1147,SCHOLL C&E INSOLES ODOUR-X,Dr.Scholl's,162155,7.99,888853001364,9,1 pair,,,t,9,0,0,4.5,126,,,,,,,,,,,,,,,,,,,
1183,DR SCHOLL CUSHION GEL HEEL MEN,Dr.Scholl's,695098,22.99,888853001388,0,1 Pair,,,t,0,0,0,8.32,126,,,,,,,,,,,,,,,,,,,
1186,PEDIFIX VISCO GEL TOE SEPARATORS 2,PediFix,71757,13.99,92437791835,0,1 Pair,,,t,0,0,0,8.3,126,,,,,,,,,,,,,,,,,,,
1184,KIT TOE SEPERATORS,Kit,160169,2.99,771290918411,4,1 Pair,,,t,5,1,0,1.39,126,,,,,,,,,,,,,,,,,,,
1380,COMPOUND W PADS KIDS 16,CompountW,671636,15.99,75137008076,2,16 pads,,,t,3,1,0,9.41,126,,,,,,,,,,,,,,,,,,,
1484,SCHOLL DURGAEL CUSHIONS BUNIONS 5,Dr.Scholls,163802,6.99,888853001685,5,5 cushions,,,t,5,0,0,4.01,126,,,,,,,,,,,,,,,,,,,
1673,TYLENOL XST EASY TO OPEN CPLT 150,Tylenol,667931,25.99,62600142290,0,150,,,t,0,0,0,15.86,126,,,,,,,,,,,,,,,,,,,
1674,DR SCHOLLS FREEZE AWAY DUAL ACTION TREATMENT 12,Dr.Scholl's,163173,39.99,888853001531,2,12 treatments,,2026-11-05,t,2,0,0,24.33,126,,,,,,,,,,,,,,,,,,,
1676,GAVISCON LIQ FRUITS 340ML,Gaviscon,39101,17.99,42037103347,0,340mL,,,t,0,0,0,11.03,126,,,,,,,,,,,,,,,,,,,
1677,DR SCHOLLS FREEZE AWAY MAX WART REMOVER 10,Dr.Scholl's,169694,33.99,888853002972,2,10 treatments,,,t,2,0,0,20.97,126,,,,,,,,,,,,,,,,,,,
1670,SPENCO 2ND SKIN BLISTER PADS,2nd Skin,812214,15.99,38472504108,3,5,,,t,3,0,0,9.58,126,,,,,,,,,,,,,,,,,,,
1727,OPTION+ TOOTHBRUSH SOFT CARE,Option+,175343,2.99,771290032261,0,1,,,t,0,0,0,1.63,126,,,,,,,,,,,,,,,,,,,
1740,AIRPLUS PLANTAR FASCIITIS ORTHOTIC WOMEN,Airplus,58811,17.99,96506503015,1,1 pair,,,t,1,0,0,10.76,126,,,,,,,,,,,,,,,,,,,
1747,AIRPLUS ORTHOTIC INSOLE PLANTAR FASCIA WOMEN,Airplus,187978,22.99,96506862914,0,1 pair,,,t,0,0,0,13.44,126,,,,,,,,,,,,,,,,,,,
1739,MDT SKIN TAC 50,Skin Tac Wipe,53421,34.99,806278003985,3,50,"0.70 for individual 
34.99 for box",,t,3,0,0,18.95,126,,,,,,,,,,,,,,,,,,,
1798,DR SCHOLL HEEL LINERS 3,Dr. Scholl's,188327,10.99,888853001784,1,3 pairs,,,t,1,0,0,6.21,126,,,,,,,,,,,,,,,,,,,
1789,DR SCHOLL CORN REMOVER W/ULTRA THIN COVER 9,Dr. Scholl's,164001,4.99,888853002187,4,9 covers and medicated discs,,,t,5,1,0,2.67,126,,,,,,,,,,,,,,,,,,,
2056,CANESTEN CR VAGINAL 6 DAYS 50G,Bayer,125443,22.99,56500025340,5,50g,,2027-12-29,t,8,3,0,14.15,127,,,,,,,,,,,,,,,,,,,
472,MIDOL COMPLETE TB 15/60/500MG 40,Midol,168857,14.99,56500372154,4,40 Caplets,,2026-11-30,t,4,0,0,8.87,127,,,,,,,,,,,,,,,,,,,
473,MIDOL PMS TB 15/25/500MG 40,Midol,168855,14.99,56500372161,2,40 Caplets,"Caffeine-Free, Fast Relief of Pre-Menstrual Period Symptoms",2026-08-31,t,2,0,0,8.87,127,,,,,,,,,,,,,,,,,,,
474,REPLENS GEL MOIS&LUB APP 8,Replens,90479,22.99,22600001188,0,2.5ml x 8 applicators,,,t,0,0,0,14.23,127,,,,,,,,,,,,,,,,,,,
467,ALWAYS RADIANT INFINITY OVERNIGHT W/WINGS 20,Always,135849,11.99,37000820239,4,20 ct,,,t,6,2,0,10.54,127,,,,,,,,,,,,,,,,,,,
476,VAGISIL PEACH BLOSSOM FEMININE WASH 240ML,Vagisil,121612,8.99,11509018076,0,240 mL,,,t,1,1,0,4.44,127,,,,,,,,,,,,,,,,,,,
471,FLUCONAZOLE CAPS 150MG 1 APO,Apo,12,11.99,771313249744,15,1 tabs,,2027-11-30,t,47,32,0,3.94,127,,,,,,,,,,,,,,,,,,,
470,CLOTRIMADERM VAG CR 1% W/APPLICATOR 50G,Taro,699868,15.99,63691007918,7,50g,,2026-01-31,t,8,1,0,9.06,127,,,,,,,,,,,,,,,,,,,
765,CLOTRIMADERM VAG CR 2% W/APPLICATOR 25G,Taro,699983,15.99,63691007871,9,25g,,2028-02-28,t,11,2,0,9.06,127,,,,,,,,,,,,,,,,,,,
1138,VAGISIL CR HYDROCORTISONE 30G,Vagisil,88595,9.99,11509003829,2,30g,Anti-Itch Creme,2028-01-31,t,2,0,0,5.74,127,,,,,,,,,,,,,,,,,,,
1359,VAGISIL CR XST 30G,Vagisil,709592,8.99,11509014108,4,30g,,2027-06-30,t,4,0,0,5.74,127,,,,,,,,,,,,,,,,,,,
1488,ALWAYS ULTRA THIN PADS ULTRA SIZE 2 LONG 32,Always,169868,8.99,37000306597,1,32 pads,,,t,2,1,0,10.69,127,,,,,,,,,,,,,,,,,,,
1489,ALWAYS ULTRA THIN PADS SIZE 2 LONG SUPER 20,Always,186664,7.99,30772033418,1,20 pads,,,t,2,1,0,5.46,127,,,,,,,,,,,,,,,,,,,
1608,OPTION+ PREGNANCY TEST RAPID DETECTION,Option+,186112,5.99,771290034333,2,1 test,,,t,6,4,0,1.94,127,,,,,,,,,,,,,,,,,,,
1605,CLEARBLUE PREGNANCY VISUAL TEST EARLY DETEC CB14 3,Clearblue,195452,20.99,633472602436,0,3 tests,,2027-09-30,t,0,0,0,12.44,127,,,,,,,,,,,,,,,,,,,
1609,OPTION+ PREGNANCY TEST RAPID DETECTION 2,Option+,186129,7.99,771290034340,0,2 tests,,,t,0,0,0,2.5,127,,,,,,,,,,,,,,,,,,,
1607,IMAX POLYSACCHARIDE IRON COMPLEX+VIT C+B12 CAPS 30,Pharmaris,191970,26.99,55668050607,2,30 capsules,,,t,4,2,0,15.98,127,,,,,,,,,,,,,,,,,,,
1763,VAGISIL WASH WHITE JASMINE 360ML,Vagisil,185846,9.99,11509218049,10,360ml,,,t,11,1,0,5.93,127,,,,,,,,,,,,,,,,,,,
1769,JAMIESON GLUCOSAMINE CHONDROITINE CPLT 1300MG 150,Jamieson,184558,49.99,64642100580,0,150 caplets,,,t,0,0,0,29.84,127,,,,,,,,,,,,,,,,,,,
1875,VITAMIN C TIME RELEASE CAPS 500MG 100 JAM,Jamieson,685610,23.99,64642022578,0,500,,,t,0,0,0,14.37,127,,,,,,,,,,,,,,,,,,,
2202,VIT B12 GUMMIES 60 WEBBER,Generic,136480,19.99,625273036855,1,60 gummies,,2027-11-30,t,1,0,0,11.44,128,,,,,,,,,,,,,,,,,,,
2089,VITAMIN D 2500IU TB 180 JAM,Jamieson,162075,15.99,64642096586,3,180 tabs,,2028-03-31,t,6,3,0,9.4,128,,,,,,,,,,,,,,,,,,,
1920,OMEGA 3 MINI CLRENT 300MG 220 WEBBER,Webber Naturals,53551,29.99,625273033939,4,220 softgels,,,t,7,3,0,18.35,128,,,,,,,,,,,,,,,,,,,
1860,NATURE'S BOUNTY MELATONIN MEGA SOFTGEL 5MG 200,Nature's Bounty,159729,17.99,29537304269,1,200 softgels,,,t,1,0,0,10.77,128,,,,,,,,,,,,,,,,,,,
1511,ZINC GLUCONATE TB 50MG 100 JAM,Jamieson,10181,18.99,64642023308,7,100 tabs,,2029-01-31,t,15,8,0,11.33,128,,,,,,,,,,,,,,,,,,,
2183,MAGNESIUM CPLT 250MG 210 WEBBER,webber naturals,157673,24.99,625273036930,1,210 caps,,2030-06-30,t,1,0,0,14.54,128,,,,,,,,,,,,,,,,,,,
153,JAMIESON VITAMIN B12 1000MCG VALUE PK TB 150,Jamieson,97971,28.99,64642079572,8,150 ct,,2028-12-31,t,15,7,0,17.68,128,,,,,,,,,,,,,,,,,,,
2184,BIOTIN CAPS 2500MCG 90 WEBBER,webber naturals,99907,17.99,625273032918,2,90 capsules,,2029-03-31,t,2,0,0,10.29,128,,,,,,,,,,,,,,,,,,,
1363,VITAMIN B12 TB SUBLINGUAL 1000MCG 100 JAM,Jamieson,251371,21.99,64642057464,19,100tabs,,2027-10-31,t,30,12,0,13.26,128,,,,,,,,,,,,,,,,,,,
152,VITAMIN B12 TIME RELEASE TB 5000MCG 45 JAM,Jamieson,251371,20.99,64642091277,6,45 ct,,2026-06-30,t,8,2,0,12.44,128,,,,,,,,,,,,,,,,,,,
1469,VITAMIN B1 TB 100MG 100 JAM,Jamieson,88381,14.99,64642020208,9,100 tbs,,,t,13,4,0,9.12,128,,,,,,,,,,,,,,,,,,,
893,ORANGE NATURALS MAGNESIUM GLYCINATE 200MG CAPS 90,Orange Naturals,85744,25.99,886646020219,9,90 veg caps,,,t,14,5,0,14.94,128,,,,,,,,,,,,,,,,,,,
154,VITAMIN B12 TIME RELEASE TB 1200MCG JAM 60+20 JAM,Jamieson,159061,19.99,64642028235,16,80 tbs,60 tabs + Bonus 20,2026-03-31,t,22,6,0,11.61,128,,,,,,,,,,,,,,,,,,,
1775,DIABETIC RX SOCK DIABETIC WHITE MD,N/A,183941,9.99,898369092213,3,1 pair,,,t,3,0,0,5.8,128,,,,,,,,,,,,,,,,,,,
444,PEDIALYTE APPLE 8X8.5G,Pedialyte,114147,14.99,55325001515,7,"8 x 8.5 g,",Oral Rehydration Solution,2026-11-01,t,8,1,0,9.07,128,,,,,,,,,,,,,,,,,,,
1841,VITAMIN C TIMED REALEASE TB 1000MG 150 WEB,Webber Naturals,165427,18.99,625273039078,5,150 tablets,,,t,15,10,0,11.1,128,,,,,,,,,,,,,,,,,,,
1908,TURMERIC CURCUM X-STRENGTH CAPS 12500MG 60 WEBBER,Webber Naturals,105782,24.99,625273035438,5,60 capsules,,2029-04-30,t,5,0,0,15.76,128,,,,,,,,,,,,,,,,,,,
332,ALIGN PROBIOTIC CAPS 14,Align,95431,27.99,56100078722,6,14 ct,,2027-10-31,t,6,0,0,16.58,128,,,,,,,,,,,,,,,,,,,
12,WEB NAT ASHWAGANDHA + MAGNESIUM CAPS 120,Webber Naturals,196330,23.99,625273039542,3,120 caps,,,t,4,1,0,14.54,128,,,,,,,,,,,,,,,,,,,
9,VITAMIN B12 TIME RELEASE 2500MCG TB 60 JAM,Jamieson,0,19.99,64642091260,2,60 tabs,,2026-06-30,t,2,0,0,12.44,128,,,,,,,,,,,,,,,,,,,
150,VITAMIN B2 TB 100MG 100 JAM,Jamieson,631028,17.99,64642022097,0,100 ct,,,t,0,0,0,11.05,128,,,,,,,,,,,,,,,,,,,
162,COD LIVER OIL SOFTGEL 10MIN 100 JAM,Jamieson,9811,14.99,64642022363,7,100 ct, ,2026-10-30,t,7,0,0,8.57,128,,,,,,,,,,,,,,,,,,,
159,CALCIUM CITRATE+D CPLT 120 JAM,Jamieson,122387,19.99,64642028471,1,120 cap,,2025-11-30,t,1,0,0,11.33,128,,,,,,,,,,,,,,,,,,,
161,VITAMIN C CPLT 1000MG 100 JAM,Jamieson,892877,23.99,64642020789,1,100 ct,,2028-04-30,t,1,0,0,14.37,128,,,,,,,,,,,,,,,,,,,
164,CRANBERRY JUICE CAPS 500MG 60 JAM,Jamieson,765636,27.99,64642021632,2,60 ct, ,2026-10-31,t,2,0,0,17.13,128,,,,,,,,,,,,,,,,,,,
169,GLUCOSAMINE CHONDROITIN SULFATE CPLT 900MG 125 JAM,Jamieson,511758,39.99,64642024213,0,125 cap,,,t,0,0,0,24.31,128,,,,,,,,,,,,,,,,,,,
171,NIACIN CPLT 500MG 100 JAM,Jamieson,27201,14.99,64642022073,1,100 cap,,2025-11-30,t,1,0,0,9.12,128,,,,,,,,,,,,,,,,,,,
172,PROBIOTIC 30 BILLION ACTIVE CELLS CAPS 30 JAM,Jamieson,173948,44.99,64642057648,11,30 ct,,2026-08-31,t,13,2,0,27.63,128,,,,,,,,,,,,,,,,,,,
170,GLUCOSAMINE LIQ 1500MG CHERRY 350ML JAM,Jamieson,644278,24.99,64642027252,1,350 ml, ,2027-03-31,t,1,0,0,15.2,128,,,,,,,,,,,,,,,,,,,
165,CRANBERRY COMPLEX CAPS 100 JAMIESON,Jamieson,140081,41.99,64642091833,3,100 ct, ,2025-08-30,t,3,0,0,24.87,128,,,,,,,,,,,,,,,,,,,
160,VITAMIN C TB CHEW ORANGE 500MG 100+20 JAM,Jamieson,198515,14.99,64642020314,3,120 ct,,2026-04-30,t,4,1,0,9.12,128,,,,,,,,,,,,,,,,,,,
151,VITAMIN B6 TB 100MG 100 JAM,Jamieson,299222,17.99,64642020222,5,100 ct, ,2026-10-31,t,5,0,0,11.05,128,,,,,,,,,,,,,,,,,,,
157,CALCIUM MEGACAL CPLT 650MG JAM 100+20,Jamieson,230771,21.99,64642048707,5,120 ct,,2027-06-30,t,6,1,0,11.33,128,,,,,,,,,,,,,,,,,,,
292,MELATONIN SUBLINGUAL TB 3MG 100 JAM,Jamieson,955823,14.99,64642059000,1,100 ct,,,t,1,0,0,8.57,128,,,,,,,,,,,,,,,,,,,
385,TYLENOL LIQ GEL 325MG 115,Tylenol,92271,25.99,62600963161,0,115 ct,CHANGE TO Tylenol,,t,0,0,0,15.46,128,,,,,,,,,,,,,,,,,,,
443,HYDRALYTE ORANGE PD 10X4.9G,HYDRALYTE,138253,15.99,9326173000465,13,10X5GR,,2027-09-30,t,13,0,0,9.51,128,,,,,,,,,,,,,,,,,,,
445,PEDIALYTE READY TO SERVE LIQ FRUIT 1000ML,Pedialyte,674846,13.99,55325803652,4,1-L,Oral Rehydration Solution,2025-11-01,t,7,3,0,8.13,128,,,,,,,,,,,,,,,,,,,
442,HYDRALYTE BERRY PD 10X4.9G,HYDRALYTE ,138252,15.99,9326173000472,15,10X5GR, ,2026-07-31,t,19,4,0,9.51,128,,,,,,,,,,,,,,,,,,,
440,HYDRALYTE EFFERVESCENT ELECTROLYTE BLOOD ORN TB 20,HYDRALYTE,178835,15.99,9326173003053,7,40 ct,,2026-10-31,t,9,2,0,9.51,128,,,,,,,,,,,,,,,,,,,
732,NATURE'S BOUNTY ALPHA LIPOIC ACID CAPS 100MG 90,Nature's Bounty,400135,18.99,29537060080,0,90caps,,,t,0,0,0,10.91,128,,,,,,,,,,,,,,,,,,,
738,CENTRUM MULTIGUMMIES GUMMY 70,Centrum,93180,16.99,62107090827,0,70gummies,,,t,0,0,0,10.29,128,,,,,,,,,,,,,,,,,,,
754,RESOURCE PD BENEPROTEIN 227G,NESTLE,143818,29.99,43900291703,0,227g,,,t,0,0,0,18.68,128,,,,,,,,,,,,,,,,,,,
756,BOOST JUST PROTEIN PD 227G,Boost,102519,29.99,41679990254,0,227g,,,t,0,0,0,18.49,128,,,,,,,,,,,,,,,,,,,
755,THICKENUP ORIGINAL 227G,Nestle,167409,10.99,773201062268,7,227g,,,t,7,0,0,7.75,128,,,,,,,,,,,,,,,,,,,
766,BIOTIN 10000MCG SOFTGEL 45 JAM,Jamieson,95801,25.99,64642078766,16,45gels,,2026-09-30,t,18,2,0,15.75,128,,,,,,,,,,,,,,,,,,,
820,PALAFER CAPS 300MG 90,Palafer,100112,42.99,870944000240,3,90 caps,,,t,3,0,0,25.02,128,,,,,,,,,,,,,,,,,,,
829,OMEGA COMPLETE SUPER KRILL 1000MG CAPS 30 JAM,Jamieson,80924,39.99,64642078469,16,30 softgels,,2027-10-31,t,20,4,0,24.87,128,,,,,,,,,,,,,,,,,,,
833,NUTRAZUL ACTIVE MAGNESIUM+ZINC TB 20,Nutrazul,165867,16.99,628110761521,0,20 tabs,,,t,0,0,0,9.99,128,,,,,,,,,,,,,,,,,,,
891,OPTIFER ALPHA HEME IRON 11MG TB 90,Optifer,177454,84.99,735006320103,0,90 tabs,,,t,0,0,0,48.11,128,,,,,,,,,,,,,,,,,,,
890,PALAFER CAPS 300MG 30,Palafer,57364,14.99,870944000134,1,30 caps,,,t,4,3,0,8.79,128,,,,,,,,,,,,,,,,,,,
1169,NUTRAZUL VITAMIN C ORANGE TB 20,Nutrazul,165858,12.99,628110761545,9,20 tabs,,,t,9,0,0,7.68,128,,,,,,,,,,,,,,,,,,,
1165,B12 METHYLCOBALAMIN TB 250MCG VALUE SIZE WEBBER200,Webber Naturals,147741,23.99,625273030761,3,200 tabs,,2028-06-30,t,3,0,0,14.15,128,,,,,,,,,,,,,,,,,,,
1324,PEDIALYTE FRUIT PUNCH 8X8.5G,Pedialyte,114146,15.99,55325001492,5,8 x 8.5g sticks,,2026-12-01,t,8,3,0,9.07,128,,,,,,,,,,,,,,,,,,,
1362,ZINC GLUCONATE TB 10MG 100 JAM,Jamieson,816959,12.99,64642021595,0,100 tabs,,2028-07-30,t,0,0,0,7.74,128,,,,,,,,,,,,,,,,,,,
1368,ECHINACEA SOFTGEL 1000MG 30 JAM,Jamieson,218347,25.99,64642022080,1,30 veg caps,,2026-01-31,t,1,0,0,15.47,128,,,,,,,,,,,,,,,,,,,
1367,PROBIOTIC 10 BILLION CAPS 60 JAMIESON,Jamieson,112823,34.99,64642090126,3,60 veg. Capsules,,,t,4,1,0,21,128,,,,,,,,,,,,,,,,,,,
1382,CALCIUM & VITAMIN D TB 90 JAM,Jamieson,963603,18.99,64642061164,11,90 caplets,,,t,18,7,0,11.33,128,,,,,,,,,,,,,,,,,,,
1366,ECHINACEA 1200MG CAPS 120 JAM,Jameison,638973,24.99,64642025647,5,120 tabs,,2029-12-30,t,6,1,0,15.2,128,,,,,,,,,,,,,,,,,,,
1395,PROBIOBIOTIC 50 BILLION CAPS 30 WEBBER,Webber Naturals,134848,41.99,625273031973,0,30 vegetarian capsules,,,t,0,0,0,24.43,128,,,,,,,,,,,,,,,,,,,
1400,VITAMIN D TB 400IU 90 JAM,Jamieson,919746,11.99,64642024299,1,90 tabs,,2027-06-30,t,1,0,0,6.63,128,,,,,,,,,,,,,,,,,,,
1401,VITAMIN C TIME RELEASE CPLT 500MG 100 JAM,Jamieson,685628,22.99,64642022967,3,100 TABS,check,2026-05-30,t,3,0,0,13.26,128,,,,,,,,,,,,,,,,,,,
1404,VITAMIN A&D FORTE SOFTGEL 100 JAM,Jamieson,685685,15.99,64642020130,1,100 tabs,,2026-10-31,t,1,0,0,8.57,128,,,,,,,,,,,,,,,,,,,
1414,VITAMIN B COMPLEX 50 CPLT 90+30 JAM,Jamieson,973057,23.99,64642048851,0,120 caplets,,2026-08-31,t,0,0,0,14.37,128,,,,,,,,,,,,,,,,,,,
1427,POLYRIDE-FE ULTRA VIT C & B12 CAP 100,Seaford Pharmaceuticals,75625,89.99,774536222044,4,100 capsules,,2026-03-31,t,4,0,0,54.53,128,,,,,,,,,,,,,,,,,,,
1429,IMAX POLYSACCHARIDE IRON COMPLEX+VIT C+B12 CAPS100,Pharmaris,191971,83.99,55668050614,0,100 capsules,,2027-04-30,t,1,1,0,49.98,128,,,,,,,,,,,,,,,,,,,
1411,OPTIFER ALPHA HEME IRON 11MG TB 30,Optifer,177453,31.99,735006320813,4,30 tbs,,,t,5,1,0,18.33,128,,,,,,,,,,,,,,,,,,,
1462,GREENICHE VEG VITAMIN D 1000IU TB 120,Greeniche,176391,9.99,817510002000,2,120 tbs,,2026-09-30,t,2,0,0,5.53,128,,,,,,,,,,,,,,,,,,,
1472,VITAMIN K2+D3 SOFTGEL 30 JAMIESON,Jamieson,112092,28.99,64642090430,0,30 soft gels,,,t,0,0,0,11.33,128,,,,,,,,,,,,,,,,,,,
1473,LECITHIN SOFTGEL 1200MG 100 JAM,Jamieson,167632,16.99,64642021021,0,100 soft gels,,,t,0,0,0,9.95,128,,,,,,,,,,,,,,,,,,,
1474,ZINC LOZ W/VITAMIN C 60 JAM,Jamieson,341537,12.99,64642023261,1,60 Lozenges,,,t,1,0,0,7.74,128,,,,,,,,,,,,,,,,,,,
1470,VITAMIN B12 TB 100MCG 100 JAM,Jamieson,840314,15.99,64642020444,6,100 tbs,,2027-07-30,t,9,3,0,9.12,128,,,,,,,,,,,,,,,,,,,
1471,VITAMIN B 100 COMPLEX TIMED RELEASE CPLT 90+30 JAM,Jamieson,161315,38.99,64642025487,7,120 caplets,,2027-05-30,t,12,5,0,23.76,128,,,,,,,,,,,,,,,,,,,
1598,NATURES WAY ELDERBERRY CAPS 100,Nature's Way,153540,21.99,33674306581,0,100 capsules,,2029-06-30,t,0,0,0,12.71,128,,,,,,,,,,,,,,,,,,,
1601,JUST FOR MEN MUSTACHE GEL DARK BROWN #45,Just for Men,943787,17.99,11509011626,0,1,,,t,0,0,0,10.3,128,,,,,,,,,,,,,,,,,,,
1594,OPTION+ VITAMIN C BLUEBERRY TB 500MG 120,Option+,174574,24.99,771290031783,7,120 tablets,,2028-08-31,t,8,1,0,16.18,128,,,,,,,,,,,,,,,,,,,
1606,CLEARBLUE PREGNANCY VISUAL TEST EARLY DETEC CB14 2,Clearblue,195456,14.99,633472602467,2,2 tests,,,t,2,0,0,9.01,128,,,,,,,,,,,,,,,,,,,
1631,VITAMIN A SOFTGEL 10000IU 100 JAM,Jamieson,685613,12.99,64642020109,1,100 softgels,,2027-05-30,t,1,0,0,7.46,128,,,,,,,,,,,,,,,,,,,
1645,PROBIOTIC 60 BILLION CAPS 24 JAMIESON,Jamieson,110126,46.99,64642090065,4,24 capsules,PRINT,2026-02-28,t,3,0,0,27.63,128,,,,,,,,,,,,,,,,,,,
1651,BACKUP PLAN ONESTEP 1.5MG BLST 1,Apotex,92241,15.99,771313237420,1,1 tablet,,,t,4,3,0,8.6,128,,,,,,,,,,,,,,,,,,,
1652,JAMIESON VITAMIN B-12 5000MCG TB 45,Jamieson,96914,21.99,64642079299,7,45 sublingual tablets,,2027-04-30,t,8,1,0,12.44,128,,,,,,,,,,,,,,,,,,,
1653,CALCIUM&MAGNESIUM&VITAMIN D CPLT BONUS 100+100 JAM,Jamieson,378521,18.99,64642026743,7,200 caplets,,2027-09-30,t,12,5,0,11.33,128,,,,,,,,,,,,,,,,,,,
1639,HYDRALYTE EFF ORANGE TB 20,Hydralyte,53795,15.99,9326173001073,6,20 tablets,,2027-03-31,t,7,1,0,9.51,128,,,,,,,,,,,,,,,,,,,
1630,HYLO DUAL EYE DROPS LUBRICATING 10ML,Hylo,149137,69.99,834104010906,3,10 ml,,,t,3,0,0,41.99,128,,,,,,,,,,,,,,,,,,,
1681,TOOTHPASTE SENSODYNE WHITENING & ANTITARTAR 135ML,Sensodyne,17601,10.99,60815030555,0,135 ml,,,t,0,0,0,6.49,128,,,,,,,,,,,,,,,,,,,
1697,ZONNIC GREEN SPMNT 4MG 24,Zonnic,196631,16.99,59300074365,6,24,,,t,11,5,0,10.31,128,,,,,,,,,,,,,,,,,,,
1756,CALCIUM & MAGNESIUM CPLT 100+100 JAM,Jamieson,378489,19.99,64642026736,1,200 caplets,,2027-09-30,t,1,0,0,11.33,128,,,,,,,,,,,,,,,,,,,
1755,OPTION+ CUSHION BUNION MD/LG,Option+,189971,10.99,771290027120,0,1 unit,,,t,1,1,0,6.48,128,,,,,,,,,,,,,,,,,,,
1745,VASELINE LIP THERAPY CUTIE ROSY 7G,Vaseline,191887,4.99,305210231597,4,7g,,,t,8,4,0,3.02,128,,,,,,,,,,,,,,,,,,,
1836,GRAVOL LONG ACTION DUAL RELIEF CPLT 100MG 8,Gravol,732453,8.99,58738326916,0,8 caplets,,,t,0,0,0,5.09,128,,,,,,,,,,,,,,,,,,,
1839,NATURE'S BOUNTY STRESS RELIEF ASHWAGANDHA 100,Nature's Bounty,164487,22.99,29537808996,0,100 capsules,,,t,0,0,0,13.26,128,,,,,,,,,,,,,,,,,,,
1830,PANTENE PRO-V CLASSIC CLEAN SHP 530ML,Pantene,164613,13.99,80878194896,1,530 ml,,,t,2,1,0,8.18,128,,,,,,,,,,,,,,,,,,,
1843,FIRST RESPONSE PREGNANCY TEST RAPID RESULT 1 TEST,First Response,53698,17.99,61700900618,3,1 test,,,t,4,1,0,10.98,128,,,,,,,,,,,,,,,,,,,
1840,VITAMIN C TB CHEW TROPICAL 500MG 100+20 JAM,Jamieson,198523,14.99,64642024572,4,120 tablets,,2026-12-31,t,6,2,0,9.12,128,,,,,,,,,,,,,,,,,,,
1897,ANGUS1,angus,12312,12,123123215,12,1 pair,,,t,12,0,0,0,129,,,,,,,,,,,,,,,,,,,
2171,ALLEGRA 24 HOURS TB 120MG 30,allegra,128604,25.99,65914113277,1,30 tabs,,2028-03-31,t,1,0,0,15.75,129,,,,,,,,,,,,,,,,,,,
2014,AERIUS,Bayer,198555,48.99,5654737,4,40 tablets,,2027-03-31,t,4,0,0,30.39,129,,,,,,,,,,,,,,,,,,,
232,NEILMED NETI-POT PQT 50,neilmed,171066,24.99,705928008168,1,100 ct, ,2026-04-30,t,1,0,0,14.81,129,,,,,,,,,,,,,,,,,,,
233,NEILMED XST REFILL 70,neilmed,11549,27.99,705928004009,1,70 ct,,2027-09-30,t,1,0,0,16.03,129,,,,,,,,,,,,,,,,,,,
237,VICKS VAPORUB W/LAVENDER SCENT 57ML,vicks,127421,9.99,56100080404,1,50g, ,2026-05-30,t,1,0,0,5.71,129,,,,,,,,,,,,,,,,,,,
239,VICKS VAPO STEAM PERSONAL INHALER PORTABLE,vicks,648998,18.99,328785401004,4,1, ,,t,4,0,0,9.65,129,,,,,,,,,,,,,,,,,,,
244,OTRIVIN 0.1% NASAL SP DECONGEST COLD&ALLERGY 20ML,otrivin,11392,10.99,58478460642,5,20ml,,2028-10-31,t,5,0,0,6.45,129,,,,,,,,,,,,,,,,,,,
245,OTRIVIN 0.1% SP NASAL ADULT 30ML,otrivin,10984,13.99,58478460680,1,30ml, ,2028-09-30,t,1,0,0,8.84,129,,,,,,,,,,,,,,,,,,,
249,RHINARIS NASAL CONGESTION 100ML,rhinaris,112643,14.99,625972020339,2,100ml, ,2026-04-30,t,2,0,0,8.71,129,,,,,,,,,,,,,,,,,,,
